dw_date,2020,2021,2022,2023,2024,2025,20-yr avg.
05/14/2050,80.8,96.8,52.7,70.8,63.2,,304.28499999999997
05/15/2050,78.7,97.0,52.9,72.9,63.2,,312.29499999999996
05/16/2050,82.2,97.4,52.5,76.6,63.5,,336.71500000000003
05/17/2050,82.4,98.6,52.4,74.1,63.2,,343.15999999999997
05/18/2050,91.7,117.0,52.8,72.6,63.2,,421.80499999999995
05/19/2050,93.1,105.0,52.8,72.2,63.2,,438.16
05/20/2050,95.1,102.0,53.3,71.7,63.2,,356.54
05/21/2050,96.1,101.0,53.6,70.9,63.2,,477.79499999999996
05/22/2050,91.8,102.0,53.6,70.9,63.2,,533.365
05/23/2050,89.4,101.0,53.0,71.0,63.2,,491.89
05/24/2050,92.8,102.0,53.0,72.3,63.3,,459.765
05/25/2050,96.9,102.0,53.8,71.1,63.4,,456.21999999999997
05/26/2050,94.5,101.0,52.7,71.2,63.4,,400.45
05/27/2050,92.4,102.0,52.8,71.1,63.1,,255.08500000000004
05/28/2050,93.7,103.0,52.5,70.8,64.4,,220.40500000000003
05/29/2050,94.9,102.0,52.5,70.7,66.0,,307.745
05/30/2050,94.3,103.0,52.3,70.6,63.3,,491.9799999999999
05/31/2050,94.4,103.0,52.2,70.6,69.4,,741.915
06/01/2050,93.5,103.0,57.0,70.7,68.5,,833.825
06/02/2050,93.4,102.0,64.6,70.6,82.5,,860.0849999999998
06/03/2050,93.0,107.0,64.6,72.3,79.3,,864.0450000000001
06/04/2050,92.6,107.0,64.0,73.6,73.2,,851.55
06/05/2050,92.9,106.0,63.3,73.4,86.2,,897.0250000000002
06/06/2050,92.9,104.0,65.9,73.3,77.1,,921.2149999999999
06/07/2050,93.0,104.0,67.5,73.2,72.2,,927.7349999999999
06/08/2050,93.8,104.0,67.4,73.3,72.3,,847.8550000000001
06/09/2050,93.6,104.0,67.4,73.2,72.0,,772.13
06/10/2050,93.3,103.0,67.4,73.4,72.7,,772.53
06/11/2050,93.4,103.0,67.4,73.4,73.3,,758.6949999999999
06/12/2050,93.4,103.0,67.2,73.3,72.1,,577.62
06/13/2050,93.4,102.0,67.2,73.2,78.0,,633.685
06/14/2050,93.3,102.0,67.5,73.2,78.3,,671.395
06/15/2050,93.3,102.0,67.7,73.2,77.7,,689.14
06/16/2050,91.3,102.0,67.5,73.1,73.8,,763.1099999999999
06/17/2050,86.8,102.0,67.4,73.1,72.4,,813.7900000000001
06/18/2050,82.5,102.0,67.4,72.7,72.4,,892.3699999999999
06/19/2050,81.3,102.0,67.5,72.8,73.0,,1031.26
06/20/2050,80.4,102.0,67.7,72.6,73.8,,997.1150000000001
06/21/2050,80.2,102.0,67.9,72.5,64.4,,797.845
06/22/2050,76.0,102.0,68.2,72.3,64.1,,610.9599999999999
06/23/2050,70.9,102.0,68.3,72.2,64.0,,600.39
06/24/2050,68.9,102.0,68.5,72.1,64.0,,568.68
06/25/2050,71.4,101.0,68.5,72.1,64.0,,499.225
06/26/2050,79.2,101.0,68.7,72.1,64.0,,404.8950000000001
06/27/2050,84.0,101.0,69.6,72.1,64.2,,402.2900000000001
06/28/2050,79.1,101.0,69.1,71.9,64.2,,474.49000000000007
06/29/2050,72.8,102.0,69.0,71.6,64.4,,579.7
06/30/2050,71.5,101.0,69.3,71.4,64.0,,470.055
07/01/2050,71.5,101.0,68.1,71.2,63.7,,270.025
07/02/2050,71.5,101.0,68.3,72.6,67.2,,249.75500000000002
07/03/2050,69.1,101.0,68.3,71.7,71.4,,278.015
07/04/2050,65.9,101.0,68.2,70.6,71.3,,341.94
07/05/2050,65.8,102.0,68.3,72.1,71.4,,2642.175
07/06/2050,65.3,102.0,68.4,77.1,73.8,,2860.75
07/07/2050,65.6,102.0,68.4,76.9,73.2,,1781.97
07/08/2050,65.0,102.0,68.5,76.7,72.5,,1202.8400000000001
07/09/2050,61.2,105.0,68.5,76.7,72.7,,944.8149999999998
07/10/2050,60.3,103.0,68.7,76.5,72.5,,854.1
07/11/2050,60.2,103.0,68.8,76.7,72.5,,970.7
07/12/2050,60.1,103.0,69.0,76.6,72.4,,879.4349999999998
07/13/2050,60.2,103.0,68.8,76.5,72.7,,513.09
07/14/2050,60.1,103.0,69.1,76.8,72.4,,629.51
07/15/2050,60.4,102.0,69.3,76.6,72.4,,672.1450000000001
07/16/2050,60.3,102.0,69.0,76.5,72.4,,602.03
07/17/2050,60.6,101.0,69.1,76.2,72.5,,497.52
07/18/2050,60.8,101.0,69.0,76.4,72.6,,464.725
07/19/2050,61.0,101.0,69.1,76.5,72.4,,471.38499999999993
07/20/2050,57.9,101.0,69.0,76.8,72.2,,447.48499999999996
07/21/2050,57.7,101.0,68.4,77.1,72.1,,364.735
07/22/2050,57.6,101.0,68.6,76.9,72.6,,290.85499999999996
07/23/2050,57.6,101.0,68.9,77.0,91.7,,255.94
07/24/2050,57.8,100.0,69.0,76.7,101.0,,249.60500000000002
07/25/2050,58.6,100.0,69.1,76.8,102.0,,241.62000000000003
07/26/2050,58.6,99.4,69.1,76.8,101.0,,238.24
07/27/2050,58.9,98.8,68.6,76.7,103.0,,249.48499999999999
07/28/2050,60.8,98.7,68.6,76.8,103.0,,237.5
07/29/2050,61.3,97.2,68.9,76.9,103.0,,232.91499999999996
07/30/2050,61.1,97.0,69.2,77.1,102.0,,294.585
07/31/2050,60.7,96.9,68.5,77.1,103.0,,417.26000000000005
08/01/2050,58.3,96.6,68.8,77.1,99.5,,463.30999999999995
08/02/2050,59.4,96.6,72.8,77.1,90.8,,474.96999999999997
08/03/2050,58.9,96.3,74.1,77.2,87.2,,473.75499999999994
08/04/2050,59.3,96.3,72.1,77.2,87.4,,469.06000000000006
08/05/2050,61.9,96.7,74.6,77.2,84.2,,463.96000000000004
08/06/2050,62.0,96.6,73.0,77.2,80.5,,459.73
08/07/2050,61.5,96.6,72.9,95.9,80.5,,442.825
08/08/2050,62.3,96.4,72.9,112.0,80.5,,425.43500000000006
08/09/2050,62.4,96.2,83.3,113.0,80.6,,427.645
08/10/2050,62.4,95.9,106.0,112.0,80.3,,472.19000000000005
08/11/2050,61.3,95.6,107.0,112.0,79.8,,537.875
08/12/2050,61.3,95.7,107.0,112.0,80.0,,531.52
08/13/2050,61.7,96.0,107.0,102.0,80.0,,532.58
08/14/2050,61.5,95.7,107.0,78.0,80.0,,546.83
08/15/2050,61.8,88.7,107.0,81.9,76.9,,617.7
08/16/2050,62.1,84.7,107.0,85.7,70.8,,587.425
08/17/2050,61.8,84.8,107.0,85.5,71.5,,547.6600000000001
08/18/2050,61.3,91.9,107.0,85.4,71.4,,603.94
08/19/2050,61.6,95.8,107.0,85.5,71.3,,622.665
08/20/2050,62.3,96.2,107.0,85.6,71.4,,616.5649999999999
08/21/2050,62.3,96.4,107.0,85.5,71.5,,613.96
08/22/2050,63.5,96.2,107.0,85.7,71.5,,610.61
08/23/2050,62.6,96.3,107.0,85.8,71.5,,617.0400000000001
08/24/2050,61.9,92.5,106.0,86.5,71.3,,623.205
08/25/2050,61.2,86.1,106.0,115.0,71.2,,640.6800000000001
08/26/2050,67.2,82.2,98.0,131.0,71.2,,641.005
08/27/2050,69.1,81.0,66.1,131.0,70.9,,609.28
08/28/2050,68.1,80.8,67.8,131.0,70.7,,590.8900000000001
08/29/2050,69.0,80.7,67.5,132.0,70.6,,593.47
08/30/2050,68.7,80.8,67.9,132.0,70.9,,588.9449999999999
08/31/2050,68.7,80.7,68.3,120.0,70.7,,595.255
09/01/2050,68.2,80.5,67.8,97.8,70.5,,601.675
09/02/2050,67.8,80.5,67.5,96.4,70.5,,588.9599999999999
09/03/2050,68.2,83.5,77.9,91.7,71.4,,599.47
09/04/2050,75.0,85.1,70.7,87.3,71.5,,593.995
09/05/2050,68.9,83.7,69.7,90.6,89.1,,569.8699999999999
09/06/2050,68.6,76.6,75.7,96.5,90.7,,573.2949999999998
09/07/2050,68.3,79.5,79.2,91.8,90.2,,587.2300000000001
09/08/2050,68.4,81.8,72.4,89.2,90.0,,537.475
09/09/2050,71.7,78.0,69.3,88.9,90.0,,534.4
09/10/2050,74.4,70.0,69.1,88.7,78.7,,602.7549999999999
09/11/2050,80.0,67.2,68.7,88.5,71.2,,620.7750000000001
09/12/2050,88.4,67.2,68.8,88.5,71.3,,612.5
09/13/2050,94.8,61.7,69.0,88.9,71.3,,634.925
09/14/2050,87.6,57.6,69.1,90.5,71.3,,593.04
09/15/2050,76.3,57.9,69.1,113.0,71.4,,508.4049999999999
09/16/2050,67.4,58.0,69.1,118.0,71.6,,510.8
09/17/2050,66.6,58.0,69.3,118.0,71.8,,477.03999999999996
09/18/2050,65.8,58.1,69.3,118.0,71.7,,392.625
09/19/2050,65.8,58.2,69.1,118.0,72.0,,478.995
09/20/2050,65.7,58.3,69.0,120.0,71.8,,438.05499999999995
09/21/2050,66.4,58.3,69.1,109.0,71.9,,423.9449999999999
09/22/2050,66.1,58.1,69.3,83.3,71.7,,361.21500000000003
09/23/2050,66.2,57.3,69.3,81.9,71.5,,278.49
09/24/2050,66.2,57.2,68.9,82.7,71.4,,221.54000000000002
09/25/2050,66.0,57.2,68.6,82.9,71.4,,201.115
09/26/2050,66.0,57.2,68.6,82.6,71.3,,193.06
09/27/2050,65.8,57.2,68.8,82.4,71.1,,200.03
09/28/2050,65.6,64.9,69.1,82.3,71.1,,202.90500000000003
09/29/2050,66.0,83.7,69.3,82.6,70.8,,186.29500000000002
09/30/2050,66.0,97.1,69.3,82.6,70.8,,181.90500000000003
10/01/2050,65.9,100.0,62.6,82.4,71.2,,184.725
10/02/2050,66.2,98.9,59.0,82.2,70.2,,177.935
10/03/2050,66.2,98.6,58.5,75.8,68.6,,171.96499999999997
10/04/2050,57.1,98.8,59.1,69.4,68.6,,188.46999999999997
10/05/2050,54.5,98.9,59.5,93.4,68.7,,237.115
10/06/2050,55.0,99.2,59.7,102.0,68.7,,219.85
10/07/2050,55.0,99.3,58.2,102.0,68.6,,216.825
10/08/2050,55.2,99.7,56.9,103.0,68.5,,201.445
10/09/2050,54.9,97.7,58.0,104.0,68.4,,176.46999999999997
10/10/2050,55.2,92.0,71.7,104.0,68.5,,171.45499999999998
10/11/2050,54.8,89.7,107.0,91.6,68.5,,171.65
10/12/2050,54.3,84.7,109.0,69.0,68.7,,166.63000000000002
10/13/2050,54.8,169.0,105.0,69.0,69.4,,146.25
10/14/2050,54.7,188.0,103.0,68.8,69.0,,141.46999999999997
10/15/2050,54.4,101.0,104.0,68.2,69.4,,159.5
10/16/2050,54.8,95.4,86.4,68.1,69.5,,179.73499999999999
10/17/2050,55.4,96.1,57.6,68.2,68.8,,210.8
10/18/2050,55.2,97.3,56.7,68.2,68.6,,246.575
10/19/2050,55.1,96.1,55.7,68.4,69.0,,301.09499999999997
10/20/2050,55.3,95.4,56.1,68.4,69.0,,349.925
10/21/2050,55.4,95.2,56.0,68.4,69.4,,353.745
10/22/2050,55.4,95.2,56.4,68.9,68.8,,360.35
10/23/2050,55.4,94.0,56.4,69.0,68.6,,365.28
10/24/2050,55.4,96.5,56.6,69.2,68.6,,373.35
10/25/2050,55.4,96.1,56.3,69.0,68.7,,337.185
10/26/2050,55.5,95.4,56.4,70.5,68.6,,400.05
10/27/2050,55.5,102.0,56.1,69.0,68.6,,443.25499999999994
10/28/2050,55.5,97.9,56.7,69.0,68.8,,425.4150000000001
10/29/2050,55.4,97.7,55.7,68.7,69.2,,389.155
10/30/2050,55.4,98.0,55.6,67.9,68.7,,404.78499999999997
10/31/2050,55.4,97.9,55.4,67.7,68.5,,394.815
11/01/2050,55.4,97.8,57.0,67.5,67.9,,369.07000000000005
11/02/2050,53.6,97.6,60.3,67.5,65.4,,411.16
11/03/2050,50.9,99.9,60.2,67.9,65.0,,593.775
11/04/2050,51.0,107.0,60.0,68.1,66.2,,641.3399999999999
11/05/2050,53.8,119.0,60.3,69.7,85.3,,540.315
11/06/2050,55.2,122.0,60.1,72.1,89.2,,349.705
11/07/2050,54.8,122.0,60.2,74.3,70.5,,301.96999999999997
11/08/2050,55.1,121.0,60.3,70.6,70.8,,350.14
11/09/2050,54.9,121.0,60.2,68.8,70.1,,366.54999999999995
11/10/2050,55.1,121.0,60.2,68.2,70.4,,376.645
11/11/2050,55.1,108.0,60.3,68.3,70.6,,471.125
11/12/2050,55.0,105.0,60.3,68.5,70.7,,460.85
11/13/2050,55.4,105.0,60.4,67.7,70.5,,476.2449999999999
11/14/2050,55.4,105.0,60.8,67.7,70.2,,525.35
11/15/2050,55.6,105.0,60.9,67.7,70.2,,522.2449999999999
11/16/2050,56.2,105.0,67.0,67.7,70.6,,451.03000000000003
11/17/2050,55.8,105.0,81.1,67.8,67.8,,410.425
11/18/2050,55.4,104.0,65.2,67.7,64.3,,397.90999999999997
11/19/2050,55.4,105.0,66.9,67.9,63.5,,465.4200000000001
11/20/2050,55.4,104.0,68.4,68.1,63.3,,581.2149999999999
11/21/2050,55.4,104.0,68.7,67.7,63.0,,637.23
11/22/2050,55.4,105.0,68.6,67.5,63.0,,561.1499999999999
11/23/2050,55.5,105.0,68.2,67.6,63.1,,501.35
11/24/2050,55.8,105.0,69.0,67.6,63.6,,486.1000000000001
11/25/2050,55.7,105.0,68.7,67.7,63.6,,388.62
11/26/2050,56.1,105.0,70.7,67.7,63.3,,408.105
11/27/2050,56.0,106.0,68.6,67.7,64.1,,485.30000000000007
11/28/2050,57.0,105.0,68.6,67.8,63.1,,566.92
11/29/2050,55.4,105.0,68.4,67.8,62.8,,596.5649999999999
11/30/2050,54.5,105.0,68.7,68.5,63.1,,590.34
12/01/2050,54.0,105.0,69.1,66.7,63.3,,596.9849999999999
12/02/2050,53.8,105.0,69.0,65.6,63.8,,545.475
12/03/2050,53.9,105.0,68.6,64.7,66.0,,547.175
12/04/2050,53.9,105.0,68.8,64.7,66.0,,564.385
12/05/2050,54.0,105.0,65.2,64.9,65.8,,580.2
12/06/2050,53.9,105.0,57.8,64.8,65.5,,566.5300000000001
12/07/2050,53.9,105.0,57.6,64.6,66.6,,502.495
12/08/2050,53.9,105.0,57.3,64.3,65.8,,475.055
12/09/2050,53.9,105.0,57.8,65.8,65.7,,474.945
12/10/2050,53.7,105.0,60.7,66.4,65.3,,487.035
12/11/2050,53.9,105.0,60.4,66.2,65.1,,508.23999999999995
12/12/2050,54.0,106.0,60.8,66.5,65.3,,506.86499999999995
12/13/2050,53.9,106.0,60.8,66.5,66.3,,508.74500000000006
12/14/2050,52.5,105.0,60.8,66.5,66.9,,500.9000000000001
12/15/2050,52.6,105.0,56.1,67.4,67.0,,514.0699999999999
12/16/2050,52.6,105.0,72.1,66.4,67.0,,514.0350000000001
12/17/2050,52.9,105.0,62.6,66.2,66.2,,507.08000000000004
12/18/2050,52.7,110.0,53.9,66.3,65.3,,515.5000000000001
12/19/2050,54.0,106.0,63.1,66.2,65.9,,556.9150000000001
12/20/2050,53.3,106.0,61.8,66.4,65.7,,589.4449999999999
12/21/2050,53.2,106.0,62.1,66.4,65.3,,539.475
12/22/2050,53.1,106.0,62.1,66.4,65.6,,394.4049999999999
12/23/2050,52.6,106.0,62.2,66.6,66.0,,334.14
12/24/2050,52.9,106.0,61.8,67.5,66.0,,330.57500000000005
12/25/2050,53.2,105.0,61.8,66.3,65.8,,330.03499999999997
12/26/2050,53.2,106.0,61.7,65.9,66.0,,349.71
12/27/2050,53.0,105.0,61.9,65.9,65.9,,392.895
12/28/2050,53.3,104.0,62.3,66.0,66.1,,390.435
12/29/2050,53.6,104.0,62.0,66.9,65.8,,391.435
12/30/2050,53.7,104.0,62.1,67.2,65.7,,358.30999999999995
12/31/2050,56.1,104.0,61.8,68.0,65.6,,324.41999999999996
