dw_date,2020,2021,2022,2023,2024,2025,20-yr avg.
03/05/2050,111.0,59.6,64.7,17.3,16.4,,281.02
03/06/2050,153.0,56.2,65.4,20.3,15.9,,339.565
03/07/2050,148.0,53.0,64.3,21.9,16.6,,318.63
03/08/2050,128.0,52.5,61.7,19.5,17.9,,303.175
03/09/2050,119.0,51.5,61.9,18.9,17.0,,300.64500000000004
03/10/2050,113.0,52.3,62.0,17.9,15.1,,296.93
03/11/2050,108.0,53.1,59.9,18.0,14.6,,308.18500000000006
03/12/2050,104.0,52.8,57.9,17.5,17.1,,759.2499999999999
03/13/2050,99.3,53.8,57.4,16.4,19.5,,382.485
03/14/2050,95.9,54.8,61.4,16.1,18.1,,407.805
03/15/2050,94.9,52.1,57.0,15.5,18.8,,353.65999999999997
03/16/2050,93.6,54.5,56.5,15.8,19.3,,331.79
03/17/2050,101.0,54.6,58.0,15.4,23.7,,320.81499999999994
03/18/2050,122.0,48.7,58.4,13.7,23.6,,309.04499999999996
03/19/2050,117.0,45.2,51.7,13.0,24.8,,306.42
03/20/2050,115.0,45.9,48.1,12.3,22.5,,362.285
03/21/2050,110.0,46.9,50.8,15.0,23.5,,424.575
03/22/2050,116.0,45.7,49.8,17.0,27.8,,337.21999999999997
03/23/2050,125.0,53.9,46.7,18.8,23.0,,311.16999999999996
03/24/2050,163.0,54.3,46.6,18.8,20.2,,298.325
03/25/2050,163.0,72.0,48.4,18.3,23.0,,286.59000000000003
03/26/2050,147.0,77.7,44.1,18.1,22.1,,382.745
03/27/2050,132.0,74.7,42.6,17.4,19.2,,729.12
03/28/2050,124.0,79.6,42.1,16.7,17.5,,386.14
03/29/2050,118.0,66.1,41.2,15.0,17.9,,325.56499999999994
03/30/2050,117.0,61.0,41.8,14.7,18.4,,405.94
03/31/2050,110.0,57.3,40.3,14.4,17.7,,653.1
04/01/2050,104.0,58.5,39.7,13.4,17.1,,361.08500000000004
04/02/2050,104.0,57.3,41.7,12.0,15.9,,322.09499999999997
04/03/2050,108.0,50.7,40.9,11.9,13.7,,320.06000000000006
04/04/2050,125.0,49.5,38.4,11.7,14.0,,321.53
04/05/2050,146.0,47.1,38.7,11.4,15.3,,307.25
04/06/2050,207.0,42.4,37.1,14.2,19.5,,333.03
04/07/2050,211.0,42.6,33.1,21.3,17.7,,1112.275
04/08/2050,185.0,44.9,32.6,24.7,15.3,,408.77000000000004
04/09/2050,169.0,45.5,32.8,24.1,14.7,,346.42500000000007
04/10/2050,156.0,45.2,32.9,20.9,14.0,,322.225
04/11/2050,147.0,41.8,32.4,19.1,11.0,,353.20500000000004
04/12/2050,142.0,40.3,32.9,18.2,8.25,,365.725
04/13/2050,130.0,39.5,30.9,17.0,7.09,,321.52000000000004
04/14/2050,123.0,37.0,29.2,16.2,6.03,,311.605
04/15/2050,120.0,36.3,28.9,16.9,7.13,,300.55
04/16/2050,125.0,38.1,29.1,19.0,7.45,,359.14
04/17/2050,125.0,41.2,29.8,18.7,5.16,,604.79
04/18/2050,123.0,41.2,29.6,17.3,3.31,,421.10999999999996
04/19/2050,123.0,39.6,28.1,16.4,2.13,,373.93
04/20/2050,119.0,40.5,30.9,19.3,1.54,,349.49
04/21/2050,114.0,37.8,31.1,48.7,5.26,,327.785
04/22/2050,109.0,35.2,30.0,21.9,6.15,,325.72999999999996
04/23/2050,105.0,35.9,27.6,10.4,4.77,,311.61500000000007
04/24/2050,102.0,36.5,27.7,7.59,3.81,,364.84000000000003
04/25/2050,98.2,33.3,29.7,10.5,3.98,,387.48999999999995
04/26/2050,93.2,30.2,30.3,11.1,4.2,,335.225
04/27/2050,89.1,32.0,32.3,11.0,6.72,,303.51
04/28/2050,83.2,36.9,34.7,10.4,13.1,,288.935
04/29/2050,79.2,43.1,43.4,11.0,17.0,,313.53999999999996
04/30/2050,71.9,54.6,42.0,10.6,14.9,,305.735
05/01/2050,68.5,199.0,39.7,9.45,14.8,,317.385
05/02/2050,67.2,1500.0,38.3,7.2,27.9,,313.63750000000005
05/03/2050,64.5,1230.0,38.3,5.5,25.8,,342.6035
05/04/2050,62.4,602.0,37.2,6.47,19.4,,336.024
05/05/2050,61.2,387.0,38.4,5.56,16.4,,341.79699999999997
05/06/2050,58.4,284.0,37.2,3.95,16.0,,325.6395
05/07/2050,55.6,228.0,31.8,3.59,15.3,,306.681
05/08/2050,56.4,190.0,28.9,3.21,15.8,,409.1005
05/09/2050,53.0,165.0,27.6,2.84,25.5,,405.2985
05/10/2050,51.1,146.0,26.5,2.86,20.2,,328.68600000000004
05/11/2050,50.0,135.0,24.4,2.46,18.7,,408.01800000000003
05/12/2050,74.5,183.0,20.9,2.11,18.3,,390.832
05/13/2050,82.4,184.0,17.8,9.92,16.8,,332.44750000000005
05/14/2050,62.8,136.0,15.1,10.8,14.3,,434.36
05/15/2050,61.3,126.0,13.3,79.8,11.2,,427.0200000000001
05/16/2050,191.0,124.0,12.5,104.0,8.91,,400.925
05/17/2050,164.0,121.0,11.2,70.6,8.3,,558.7149999999999
05/18/2050,146.0,163.0,12.6,46.3,6.05,,720.98
05/19/2050,113.0,176.0,11.2,42.2,5.05,,788.17
05/20/2050,94.5,154.0,9.39,50.5,3.97,,680.4350000000001
05/21/2050,83.9,136.0,8.46,44.0,2.97,,437.63500000000005
05/22/2050,77.3,132.0,8.07,45.8,6.94,,389.725
05/23/2050,74.5,253.0,6.51,44.3,6.49,,836.7049999999999
05/24/2050,78.4,429.0,7.1,42.7,4.33,,2234.8750000000005
05/25/2050,655.0,330.0,11.2,44.5,1.96,,953.29
05/26/2050,372.0,211.0,10.7,36.4,0.23,,1363.615
05/27/2050,234.0,167.0,9.34,32.8,0.0,,766.635
05/28/2050,195.0,152.0,7.57,29.8,0.0,,656.9
05/29/2050,756.0,367.0,8.7,26.2,0.0,,1085.71
05/30/2050,856.0,720.0,14.8,25.4,0.0,,1084.81
05/31/2050,449.0,616.0,16.4,86.8,0.0,,793.905
06/01/2050,313.0,415.0,17.7,47.9,15.1,,576.125
06/02/2050,476.0,326.0,16.0,33.4,308.0,,679.73
06/03/2050,359.0,308.0,12.7,29.8,137.0,,611.05
06/04/2050,281.0,720.0,11.4,26.0,73.4,,495.8349999999999
06/05/2050,237.0,924.0,8.89,28.1,46.0,,451.12
06/06/2050,197.0,590.0,7.23,40.2,32.2,,417.985
06/07/2050,174.0,457.0,6.77,46.1,23.6,,390.483
06/08/2050,157.0,388.0,5.37,54.6,18.0,,360.7915
06/09/2050,143.0,342.0,4.55,70.7,13.1,,534.1395
06/10/2050,128.0,308.0,4.11,31.9,9.49,,972.0380000000001
06/11/2050,115.0,281.0,3.51,25.1,6.55,,453.0735000000001
06/12/2050,106.0,256.0,2.96,20.3,12.2,,384.52
06/13/2050,99.0,230.0,2.7,17.8,74.9,,362.38
06/14/2050,91.8,207.0,1.64,16.9,80.4,,347.3885
06/15/2050,88.2,190.0,0.98,15.1,59.0,,330.4135
06/16/2050,86.8,186.0,0.6,11.8,40.6,,329.815
06/17/2050,83.8,172.0,0.29,10.4,29.5,,364.96200000000005
06/18/2050,83.2,155.0,0.14,9.85,21.3,,339.723
06/19/2050,81.0,146.0,0.09,8.36,18.2,,322.738
06/20/2050,81.5,139.0,0.02,6.61,21.9,,292.28999999999996
06/21/2050,76.3,131.0,0.0,5.45,24.6,,283.443
06/22/2050,72.4,124.0,0.0,4.62,21.3,,294.935
06/23/2050,71.0,136.0,0.0,3.68,20.7,,413.48099999999994
06/24/2050,77.6,214.0,0.0,2.96,37.0,,322.65099999999995
06/25/2050,78.7,157.0,0.0,3.27,30.1,,313.775
06/26/2050,89.8,136.0,0.0,2.33,23.0,,312.425
06/27/2050,77.9,125.0,0.0,0.9,19.1,,288.41549999999995
06/28/2050,74.9,114.0,0.0,0.21,16.2,,458.3684999999999
06/29/2050,72.7,112.0,0.0,0.0,13.7,,382.404
06/30/2050,70.9,157.0,0.0,0.0,11.3,,648.8505
07/01/2050,77.8,139.0,0.0,0.0,8.55,,1185.1725000000001
07/02/2050,70.5,130.0,0.0,0.0,5.47,,1637.681
07/03/2050,67.2,119.0,0.0,0.0,2.28,,3009.996
07/04/2050,68.4,124.0,0.0,0.0,0.16,,2567.9495
07/05/2050,68.9,149.0,0.0,0.0,0.0,,3344.1655
07/06/2050,63.9,322.0,0.0,0.0,0.0,,2316.1075
07/07/2050,60.1,737.0,0.0,0.0,0.0,,869.0374999999998
07/08/2050,55.2,505.0,0.0,0.0,0.0,,637.7470000000001
07/09/2050,49.8,359.0,0.0,0.0,0.0,,541.5425000000001
07/10/2050,46.1,305.0,0.0,0.0,0.0,,479.93550000000016
07/11/2050,41.3,280.0,0.0,0.0,0.0,,446.65950000000004
07/12/2050,39.6,247.0,0.0,0.0,0.0,,411.0
07/13/2050,38.0,217.0,0.0,0.0,0.0,,379.7745
07/14/2050,34.6,192.0,0.0,0.0,0.0,,416.4
07/15/2050,32.6,198.0,0.0,0.0,0.0,,566.086
07/16/2050,30.6,191.0,0.0,0.0,0.0,,450.4415000000001
07/17/2050,27.7,162.0,0.0,0.0,0.0,,417.91399999999993
07/18/2050,25.8,146.0,0.0,0.0,0.0,,432.04949999999997
07/19/2050,25.6,136.0,0.0,0.0,0.0,,378.46099999999996
07/20/2050,23.4,157.0,0.0,0.0,0.0,,366.18750000000006
07/21/2050,22.5,227.0,0.0,0.0,0.0,,1031.5465000000002
07/22/2050,22.7,205.0,0.0,0.0,17.8,,762.225
07/23/2050,22.7,161.0,0.0,0.0,438.0,,415.8469999999999
07/24/2050,22.4,142.0,0.0,0.0,2960.0,,401.11050000000006
07/25/2050,21.3,129.0,0.0,0.0,1010.0,,492.0285
07/26/2050,21.6,117.0,0.0,0.0,476.0,,389.73499999999996
07/27/2050,23.3,107.0,0.0,0.0,304.0,,388.52650000000006
07/28/2050,23.2,97.6,0.0,0.0,268.0,,346.11600000000004
07/29/2050,24.1,90.8,0.0,0.0,187.0,,390.8015
07/30/2050,23.4,91.9,0.0,0.0,143.0,,330.481
07/31/2050,23.1,91.0,0.0,0.0,118.0,,303.616
08/01/2050,34.6,97.7,0.0,0.0,95.8,,288.32
08/02/2050,28.5,386.0,0.0,0.0,82.6,,262.5975
08/03/2050,22.3,205.0,0.0,0.0,69.4,,247.64349999999996
08/04/2050,26.5,136.0,0.0,0.0,59.1,,236.97300000000004
08/05/2050,35.9,153.0,0.0,0.0,53.8,,226.26950000000002
08/06/2050,35.6,128.0,0.0,0.0,44.2,,217.76800000000003
08/07/2050,29.9,114.0,0.0,0.0,46.3,,221.3895
08/08/2050,25.1,106.0,0.0,0.0,41.0,,220.327
08/09/2050,21.9,99.2,0.0,0.0,40.9,,238.7955
08/10/2050,18.7,92.7,0.0,0.0,35.6,,286.4565
08/11/2050,17.4,83.9,0.0,0.0,31.2,,218.88400000000001
08/12/2050,15.4,77.9,0.0,0.0,27.5,,198.35399999999998
08/13/2050,13.7,73.9,0.0,0.0,23.3,,185.496
08/14/2050,12.9,70.9,0.0,0.0,20.2,,174.2295
08/15/2050,12.4,69.2,0.0,0.0,17.9,,173.17299999999997
08/16/2050,11.8,67.2,0.0,0.0,16.0,,271.8655
08/17/2050,11.7,84.2,0.0,0.0,14.4,,2159.4795
08/18/2050,11.0,77.7,0.0,0.0,12.4,,771.2639999999999
08/19/2050,10.6,110.0,0.0,0.0,10.7,,381.53100000000006
08/20/2050,9.8,95.5,0.0,0.0,8.57,,302.419
08/21/2050,9.72,83.6,0.0,0.0,7.85,,265.328
08/22/2050,12.9,76.9,0.0,0.0,7.22,,244.05
08/23/2050,17.7,71.8,0.0,0.0,6.45,,249.51550000000006
08/24/2050,17.7,67.3,0.0,0.0,6.83,,240.488
08/25/2050,13.7,63.6,0.0,0.0,6.7,,206.7285
08/26/2050,12.6,59.8,0.0,0.0,6.29,,204.5215
08/27/2050,11.4,56.9,0.0,0.0,6.67,,206.67799999999997
08/28/2050,11.4,59.7,0.0,0.0,6.32,,194.49450000000004
08/29/2050,10.3,66.1,0.0,0.0,6.77,,188.79250000000002
08/30/2050,10.2,62.9,0.0,0.0,5.58,,206.75900000000001
08/31/2050,10.6,68.7,0.0,0.0,4.2,,216.94099999999997
09/01/2050,9.82,66.4,0.0,0.0,2.85,,344.6335
09/02/2050,9.35,68.2,0.0,0.0,13.2,,205.827
09/03/2050,13.4,63.3,0.0,0.0,17.8,,179.8725
09/04/2050,45.9,58.1,11.2,0.0,23.1,,182.42600000000004
09/05/2050,28.0,54.9,74.9,0.0,407.0,,380.33250000000004
09/06/2050,99.1,53.7,53.3,0.0,263.0,,399.3639999999999
09/07/2050,54.1,102.0,33.7,0.0,164.0,,277.321
09/08/2050,40.2,64.7,34.1,0.0,115.0,,403.4375
09/09/2050,72.0,56.5,25.4,0.0,86.6,,497.99749999999995
09/10/2050,271.0,55.0,18.8,0.0,68.4,,297.89099999999996
09/11/2050,161.0,51.8,14.6,0.0,57.1,,248.1745
09/12/2050,110.0,49.0,10.3,0.0,48.1,,223.0935
09/13/2050,89.2,48.0,6.78,0.0,41.7,,216.04850000000002
09/14/2050,75.5,47.8,4.97,0.0,37.4,,209.1805
09/15/2050,64.9,46.4,3.64,0.0,34.2,,223.9375
09/16/2050,58.7,45.1,2.61,0.0,31.2,,219.62449999999998
09/17/2050,55.5,43.1,1.81,0.0,28.0,,203.676
09/18/2050,52.0,41.8,1.17,0.0,25.1,,200.665
09/19/2050,49.3,41.1,1.13,0.0,23.0,,203.388
09/20/2050,51.2,40.8,1.05,0.0,21.0,,201.3965
09/21/2050,48.7,40.8,0.16,0.0,18.8,,184.88000000000002
09/22/2050,47.6,38.1,0.0,0.0,17.3,,275.952
09/23/2050,46.8,35.0,0.0,0.0,16.5,,211.26999999999998
09/24/2050,45.9,34.0,0.0,0.0,15.7,,190.4675
09/25/2050,44.9,34.5,0.0,0.0,14.2,,180.21800000000002
09/26/2050,43.8,34.2,0.0,0.0,12.4,,184.4815
09/27/2050,45.8,33.5,0.0,0.0,11.6,,184.75949999999997
09/28/2050,45.5,38.6,0.0,0.0,11.2,,178.105
09/29/2050,42.8,442.0,0.0,0.0,10.7,,186.345
09/30/2050,40.0,165.0,0.0,0.0,9.82,,178.92600000000002
10/01/2050,37.5,129.0,0.0,0.0,8.48,,172.1835
10/02/2050,34.1,131.0,0.0,0.0,7.48,,237.125
10/03/2050,30.7,218.0,0.0,0.0,7.04,,217.58
10/04/2050,30.6,196.0,0.0,0.0,6.73,,184.375
10/05/2050,30.6,142.0,0.0,0.0,6.51,,166.98
10/06/2050,30.5,112.0,0.0,0.0,6.17,,156.75500000000002
10/07/2050,31.2,97.5,0.0,0.0,5.79,,152.085
10/08/2050,30.4,88.3,0.0,0.0,5.24,,186.09999999999997
10/09/2050,29.7,82.3,0.0,0.0,4.97,,220.86350000000002
10/10/2050,27.8,78.1,0.0,0.0,4.65,,293.899
10/11/2050,29.3,77.4,0.0,0.0,3.95,,314.078
10/12/2050,28.2,77.3,0.0,0.0,4.46,,236.36499999999995
10/13/2050,27.7,757.0,0.0,0.0,4.08,,400.09000000000003
10/14/2050,28.3,3940.0,0.0,0.0,3.58,,239.99499999999998
10/15/2050,28.5,532.0,0.0,0.0,2.64,,213.56
10/16/2050,27.3,335.0,0.0,0.0,2.0,,354.87
10/17/2050,25.9,254.0,0.0,0.0,1.47,,1050.84
10/18/2050,26.4,211.0,0.0,0.0,1.29,,300.15500000000003
10/19/2050,27.0,183.0,0.0,0.0,1.62,,254.198
10/20/2050,28.8,166.0,0.0,0.0,1.45,,258.21799999999996
10/21/2050,30.1,153.0,0.0,0.0,1.37,,226.885
10/22/2050,30.9,145.0,0.0,0.0,1.16,,256.08399999999995
10/23/2050,30.5,143.0,0.0,0.0,0.77,,751.3855
10/24/2050,28.9,140.0,0.0,0.0,0.58,,1064.773
10/25/2050,28.2,132.0,0.03,0.0,0.42,,579.6234999999999
10/26/2050,29.4,131.0,0.14,0.0,1.15,,386.01899999999995
10/27/2050,29.6,137.0,0.19,0.0,1.69,,328.3415
10/28/2050,29.9,130.0,0.53,0.0,3.58,,290.457
10/29/2050,31.3,141.0,1.39,0.0,3.73,,269.2130000000001
10/30/2050,33.4,137.0,2.35,0.0,3.32,,734.819
10/31/2050,35.3,121.0,3.47,0.0,3.22,,432.3860000000001
11/01/2050,37.3,114.0,2.25,0.0,3.52,,341.665
11/02/2050,37.4,112.0,2.93,0.0,3.45,,355.63
11/03/2050,36.3,122.0,5.59,0.0,4.95,,754.2545
11/04/2050,37.8,430.0,4.42,0.0,9.79,,809.1300000000001
11/05/2050,37.5,368.0,3.03,0.0,498.0,,384.92499999999995
11/06/2050,35.5,252.0,3.0,0.0,53.3,,597.3900000000001
11/07/2050,35.1,211.0,4.7,0.0,28.0,,456.87000000000006
11/08/2050,33.6,177.0,5.47,0.0,22.4,,360.33
11/09/2050,33.3,159.0,4.81,0.0,21.1,,330.905
11/10/2050,36.5,149.0,5.2,0.31,20.4,,302.265
11/11/2050,38.0,142.0,5.49,3.49,20.0,,286.065
11/12/2050,37.3,131.0,6.02,3.2,19.0,,269.5
11/13/2050,37.0,126.0,5.49,1.23,21.7,,255.03000000000003
11/14/2050,38.7,124.0,5.78,0.83,18.8,,405.27
11/15/2050,37.7,122.0,7.17,2.25,18.3,,826.8399999999999
11/16/2050,35.9,121.0,7.86,3.16,18.9,,1149.21
11/17/2050,34.7,118.0,8.09,6.27,18.6,,1714.0299999999995
11/18/2050,36.0,112.0,7.83,8.99,18.3,,669.3900000000001
11/19/2050,36.2,108.0,9.57,8.67,17.5,,503.9799999999999
11/20/2050,35.3,106.0,9.9,9.81,15.6,,440.06499999999994
11/21/2050,36.5,105.0,10.1,8.21,14.4,,420.305
11/22/2050,37.5,102.0,11.2,5.94,16.3,,520.445
11/23/2050,37.7,98.9,13.0,4.33,18.9,,424.75499999999994
11/24/2050,37.8,99.3,14.7,4.73,17.9,,389.775
11/25/2050,38.5,97.3,15.2,6.75,16.3,,354.59
11/26/2050,37.5,91.3,23.1,6.89,14.8,,338.83000000000004
11/27/2050,36.6,98.4,24.0,5.23,14.0,,325.45
11/28/2050,40.3,98.4,34.4,4.06,14.2,,337.725
11/29/2050,50.4,96.8,61.0,4.5,14.1,,345.335
11/30/2050,48.9,101.0,44.4,5.32,14.3,,325.515
12/01/2050,48.5,100.0,36.4,6.01,15.1,,305.39500000000004
12/02/2050,49.1,100.0,33.7,5.84,15.4,,297.855
12/03/2050,48.9,99.8,29.5,5.4,15.8,,294.37
12/04/2050,47.7,101.0,25.5,4.9,16.9,,294.09499999999997
12/05/2050,47.4,99.7,24.5,4.95,17.5,,297.32499999999993
12/06/2050,45.9,100.0,25.3,5.1,17.5,,294.11
12/07/2050,43.8,94.8,26.4,4.83,18.8,,289.275
12/08/2050,43.5,95.4,25.5,4.97,20.6,,319.38
12/09/2050,44.8,92.8,24.1,5.37,20.7,,313.425
12/10/2050,44.3,89.9,23.0,5.0,20.0,,305.65999999999997
12/11/2050,43.6,86.7,21.9,4.5,18.1,,286.125
12/12/2050,42.9,82.1,21.7,4.8,19.4,,280.365
12/13/2050,44.6,85.0,23.5,5.81,21.4,,280.835
12/14/2050,43.6,86.2,24.0,6.73,22.5,,275.115
12/15/2050,42.9,86.3,23.9,7.92,23.1,,268.755
12/16/2050,41.4,86.3,23.5,8.18,21.0,,262.83500000000004
12/17/2050,43.4,86.2,22.4,7.78,19.1,,257.35499999999996
12/18/2050,40.3,92.2,21.1,8.81,18.3,,251.775
12/19/2050,42.7,89.8,25.6,9.83,18.7,,245.5
12/20/2050,43.3,88.4,26.0,11.4,20.3,,241.67
12/21/2050,46.7,87.2,25.4,11.3,21.6,,236.96999999999997
12/22/2050,45.9,86.1,21.7,10.6,22.3,,233.59500000000003
12/23/2050,48.2,86.3,20.9,11.7,22.2,,244.365
12/24/2050,48.6,85.0,19.9,12.4,22.3,,241.46999999999997
12/25/2050,48.3,84.8,20.0,14.7,22.9,,232.90500000000003
12/26/2050,47.8,86.6,21.2,17.5,23.0,,233.47000000000003
12/27/2050,50.2,86.9,21.1,26.6,22.4,,290.84499999999997
12/28/2050,50.9,86.1,19.9,32.9,22.1,,277.53999999999996
12/29/2050,49.1,85.7,21.1,25.7,22.6,,261.25
12/30/2050,48.3,84.8,21.9,22.9,22.6,,250.20999999999998
12/31/2050,50.7,84.5,22.9,22.5,22.1,,243.87999999999997
