dw_date,2020,2021,2022,2023,2024,2025,20-yr avg.
01/30/2050,483.0,225.0,249.0,199.0,379.0,158.0,407.2142857142857
01/31/2050,374.0,223.0,260.0,204.0,304.0,162.0,364.7142857142857
02/01/2050,342.0,201.0,280.0,204.0,266.0,199.0,371.7857142857143
02/02/2050,334.0,210.0,282.0,536.0,265.0,192.0,360.2857142857143
02/03/2050,335.0,236.0,366.0,436.0,628.0,195.0,345.35714285714283
02/04/2050,336.0,234.0,2400.0,257.0,1350.0,203.0,731.9285714285714
02/05/2050,331.0,233.0,1390.0,217.0,731.0,207.0,963.2142857142857
02/06/2050,322.0,226.0,524.0,209.0,526.0,210.0,558.4285714285714
02/07/2050,324.0,227.0,376.0,204.0,438.0,209.0,401.2142857142857
02/08/2050,320.0,227.0,343.0,207.0,391.0,211.0,369.2857142857143
02/09/2050,315.0,229.0,336.0,317.0,252.0,209.0,366.92857142857144
02/10/2050,324.0,233.0,276.0,319.0,224.0,214.0,366.7857142857143
02/11/2050,362.0,230.0,291.0,236.0,248.0,207.0,348.14285714285717
02/12/2050,366.0,722.0,301.0,211.0,243.0,305.0,501.85714285714283
02/13/2050,783.0,547.0,293.0,203.0,236.0,358.0,428.2857142857143
02/14/2050,532.0,285.0,295.0,203.0,205.0,264.0,389.2142857142857
02/15/2050,390.0,248.0,292.0,208.0,206.0,222.0,515.0714285714286
02/16/2050,351.0,270.0,292.0,200.0,208.0,211.0,399.5
02/17/2050,344.0,337.0,294.0,196.0,208.0,212.0,352.5
02/18/2050,349.0,363.0,289.0,194.0,206.0,211.0,383.2857142857143
02/19/2050,351.0,437.0,243.0,190.0,198.0,197.0,581.6428571428571
02/20/2050,364.0,417.0,177.0,190.0,201.0,202.0,486.57142857142856
02/21/2050,380.0,336.0,190.0,193.0,189.0,206.0,784.6428571428571
02/22/2050,377.0,288.0,181.0,192.0,213.0,177.0,585.4285714285714
02/23/2050,366.0,272.0,233.0,185.0,204.0,170.0,420.07142857142856
02/24/2050,370.0,245.0,288.0,175.0,190.0,,799.3571428571429
02/25/2050,373.0,199.0,293.0,173.0,169.0,,521.2857142857143
02/26/2050,356.0,192.0,281.0,169.0,159.0,,359.7142857142857
02/27/2050,353.0,184.0,275.0,169.0,166.0,,344.42857142857144
02/28/2050,344.0,184.0,281.0,172.0,164.0,,337.5
02/29/2050,340.0,,,,159.0,,370.6666666666667
03/01/2050,336.0,183.0,288.0,171.0,141.0,,334.7142857142857
03/02/2050,345.0,185.0,283.0,176.0,137.0,,346.7142857142857
03/03/2050,355.0,183.0,282.0,170.0,141.0,,325.85714285714283
03/04/2050,353.0,179.0,270.0,265.0,149.0,,321.57142857142856
03/05/2050,570.0,176.0,268.0,209.0,170.0,,371.14285714285717
03/06/2050,457.0,178.0,211.0,187.0,194.0,,396.35714285714283
03/07/2050,374.0,205.0,176.0,184.0,198.0,,333.7857142857143
03/08/2050,339.0,208.0,169.0,183.0,195.0,,308.5
03/09/2050,335.0,208.0,176.0,180.0,195.0,,327.35714285714283
03/10/2050,335.0,203.0,176.0,178.0,192.0,,560.2857142857143
03/11/2050,302.0,204.0,176.0,179.0,187.0,,500.85714285714283
03/12/2050,277.0,203.0,179.0,175.0,178.0,,514.8571428571429
03/13/2050,275.0,207.0,183.0,178.0,172.0,,693.7142857142857
03/14/2050,273.0,214.0,177.0,175.0,174.0,,847.0714285714286
03/15/2050,273.0,199.0,181.0,171.0,176.0,,775.2857142857143
03/16/2050,274.0,195.0,174.0,173.0,195.0,,441.07142857142856
03/17/2050,276.0,187.0,177.0,176.0,354.0,,409.2857142857143
03/18/2050,273.0,181.0,186.0,448.0,1040.0,,374.42857142857144
03/19/2050,272.0,180.0,198.0,508.0,419.0,,357.07142857142856
03/20/2050,303.0,178.0,193.0,343.0,269.0,,416.0
03/21/2050,535.0,176.0,186.0,238.0,224.0,,755.0
03/22/2050,727.0,179.0,194.0,218.0,418.0,,687.2857142857143
03/23/2050,810.0,182.0,357.0,250.0,445.0,,460.0
03/24/2050,477.0,580.0,327.0,219.0,242.0,,352.64285714285717
03/25/2050,392.0,261.0,295.0,214.0,214.0,,362.64285714285717
03/26/2050,362.0,193.0,278.0,214.0,237.0,,359.7142857142857
03/27/2050,343.0,180.0,274.0,207.0,211.0,,444.92857142857144
03/28/2050,333.0,175.0,270.0,214.0,187.0,,458.14285714285717
03/29/2050,323.0,177.0,286.0,211.0,182.0,,820.7142857142857
03/30/2050,320.0,190.0,286.0,205.0,186.0,,1109.857142857143
03/31/2050,316.0,210.0,284.0,205.0,173.0,,747.5714285714286
04/01/2050,313.0,217.0,284.0,216.0,209.0,,737.8571428571429
04/02/2050,311.0,206.0,238.0,208.0,211.0,,493.7142857142857
04/03/2050,316.0,208.0,175.0,201.0,275.0,,471.42857142857144
04/04/2050,402.0,205.0,264.0,212.0,149.0,,473.2142857142857
04/05/2050,1580.0,206.0,233.0,210.0,131.0,,372.7857142857143
04/06/2050,1640.0,204.0,188.0,221.0,124.0,,317.85714285714283
04/07/2050,700.0,205.0,181.0,791.0,115.0,,308.2857142857143
04/08/2050,475.0,202.0,163.0,837.0,118.0,,386.0
04/09/2050,404.0,176.0,147.0,734.0,122.0,,366.14285714285717
04/10/2050,373.0,171.0,134.0,337.0,471.0,,313.7142857142857
04/11/2050,360.0,171.0,151.0,263.0,1370.0,,332.57142857142856
04/12/2050,347.0,171.0,157.0,225.0,448.0,,354.14285714285717
04/13/2050,340.0,173.0,220.0,204.0,249.0,,369.7142857142857
04/14/2050,320.0,176.0,239.0,196.0,222.0,,565.8571428571429
04/15/2050,311.0,178.0,214.0,186.0,169.0,,424.92857142857144
04/16/2050,305.0,179.0,199.0,211.0,151.0,,390.7142857142857
04/17/2050,304.0,181.0,198.0,205.0,153.0,,395.0
04/18/2050,303.0,180.0,197.0,188.0,174.0,,573.3571428571429
04/19/2050,302.0,176.0,206.0,185.0,200.0,,998.7857142857143
04/20/2050,305.0,181.0,211.0,181.0,212.0,,603.5
04/21/2050,300.0,180.0,215.0,1010.0,345.0,,385.07142857142856
04/22/2050,298.0,175.0,225.0,3770.0,831.0,,405.42857142857144
04/23/2050,293.0,175.0,218.0,2160.0,386.0,,405.0
04/24/2050,308.0,388.0,215.0,2070.0,244.0,,378.64285714285717
04/25/2050,290.0,355.0,212.0,1170.0,181.0,,676.2142857142857
04/26/2050,277.0,221.0,380.0,519.0,174.0,,1088.7142857142858
04/27/2050,272.0,211.0,933.0,333.0,170.0,,1000.2142857142857
04/28/2050,274.0,213.0,360.0,343.0,171.0,,593.1428571428571
04/29/2050,336.0,608.0,267.0,579.0,625.0,,496.42857142857144
04/30/2050,303.0,2860.0,244.0,830.0,392.0,,367.35714285714283
05/01/2050,243.0,3570.0,229.0,397.0,248.0,,598.5
05/02/2050,224.0,5840.0,223.0,260.0,194.0,,527.0714285714286
05/03/2050,217.0,7870.0,267.0,222.0,205.0,,403.5
05/04/2050,212.0,4510.0,259.0,208.0,203.0,,451.92857142857144
05/05/2050,214.0,1750.0,228.0,189.0,198.0,,528.2142857142857
05/06/2050,206.0,916.0,807.0,186.0,208.0,,557.7857142857143
05/07/2050,207.0,598.0,359.0,179.0,253.0,,497.64285714285717
05/08/2050,220.0,483.0,241.0,177.0,248.0,,390.35714285714283
05/09/2050,221.0,431.0,184.0,179.0,239.0,,416.7642857142857
05/10/2050,210.0,401.0,177.0,251.0,233.0,,441.7857142857143
05/11/2050,211.0,390.0,186.0,384.0,217.0,,507.42857142857144
05/12/2050,217.0,536.0,182.0,271.0,211.0,,759.8571428571429
05/13/2050,262.0,912.0,162.0,754.0,228.0,,605.8928571428571
05/14/2050,262.0,537.0,152.0,4040.0,711.0,,819.0
05/15/2050,683.0,411.0,140.0,3020.0,472.0,,824.3571428571429
05/16/2050,540.0,406.0,141.0,906.0,270.0,,1344.2142857142858
05/17/2050,1060.0,500.0,158.0,1030.0,246.0,,1352.2857142857142
05/18/2050,481.0,616.0,137.0,946.0,224.0,,915.0
05/19/2050,281.0,476.0,125.0,412.0,201.0,,1100.0
05/20/2050,229.0,402.0,133.0,449.0,193.0,,1176.5714285714287
05/21/2050,214.0,371.0,133.0,1610.0,194.0,,1285.0714285714287
05/22/2050,210.0,339.0,109.0,1060.0,187.0,,951.7142857142857
05/23/2050,206.0,530.0,111.0,573.0,160.0,,485.14285714285717
05/24/2050,196.0,718.0,112.0,366.0,157.0,,587.9285714285714
05/25/2050,1040.0,1770.0,106.0,278.0,159.0,,1228.2357142857143
05/26/2050,4020.0,704.0,495.0,317.0,154.0,,2139.764285714286
05/27/2050,2990.0,463.0,273.0,217.0,147.0,,2179.657142857143
05/28/2050,1160.0,369.0,192.0,184.0,151.0,,1513.2785714285715
05/29/2050,1670.0,681.0,185.0,177.0,156.0,,789.2285714285715
05/30/2050,818.0,1900.0,186.0,779.0,180.0,,778.4
05/31/2050,427.0,1530.0,168.0,930.0,197.0,,951.1428571428571
06/01/2050,367.0,993.0,171.0,359.0,194.0,,1134.357142857143
06/02/2050,828.0,1360.0,159.0,286.0,207.0,,842.0714285714286
06/03/2050,471.0,821.0,147.0,314.0,178.0,,1347.7142857142858
06/04/2050,428.0,2270.0,126.0,714.0,164.0,,1715.6000000000001
06/05/2050,311.0,2980.0,146.0,547.0,147.0,,1548.8857142857144
06/06/2050,260.0,1350.0,161.0,458.0,123.0,,1243.0285714285715
06/07/2050,241.0,987.0,163.0,881.0,91.4,,890.9285714285714
06/08/2050,192.0,639.0,141.0,694.0,87.9,,628.8571428571429
06/09/2050,185.0,504.0,115.0,288.0,83.2,,766.9285714285714
06/10/2050,175.0,441.0,99.9,221.0,93.3,,750.8000000000001
06/11/2050,168.0,417.0,102.0,204.0,1280.0,,518.6357142857142
06/12/2050,155.0,400.0,94.4,199.0,1150.0,,424.75
06/13/2050,153.0,373.0,95.6,197.0,454.0,,449.74285714285713
06/14/2050,144.0,356.0,98.1,185.0,308.0,,577.9071428571428
06/15/2050,207.0,283.0,91.4,189.0,170.0,,594.9785714285715
06/16/2050,227.0,256.0,86.8,184.0,143.0,,605.6714285714286
06/17/2050,232.0,317.0,91.7,186.0,127.0,,467.79285714285714
06/18/2050,214.0,255.0,93.3,178.0,122.0,,700.1928571428572
06/19/2050,193.0,244.0,86.1,180.0,129.0,,827.9857142857143
06/20/2050,188.0,239.0,82.8,177.0,262.0,,634.3071428571428
06/21/2050,185.0,234.0,82.9,166.0,831.0,,684.7571428571429
06/22/2050,178.0,279.0,98.9,158.0,571.0,,642.9714285714284
06/23/2050,159.0,966.0,85.0,159.0,336.0,,613.2142857142857
06/24/2050,840.0,403.0,80.1,158.0,265.0,,429.36428571428576
06/25/2050,403.0,326.0,83.7,155.0,212.0,,425.89285714285717
06/26/2050,193.0,304.0,78.6,153.0,181.0,,563.7857142857143
06/27/2050,225.0,293.0,77.1,149.0,170.0,,533.2142857142857
06/28/2050,215.0,304.0,109.0,144.0,160.0,,391.59285714285716
06/29/2050,165.0,337.0,409.0,141.0,155.0,,626.9499999999999
06/30/2050,180.0,969.0,769.0,139.0,152.0,,947.65
07/01/2050,168.0,663.0,309.0,130.0,148.0,,818.7285714285715
07/02/2050,165.0,363.0,245.0,133.0,144.0,,609.7928571428572
07/03/2050,158.0,256.0,224.0,131.0,101.0,,514.9214285714286
07/04/2050,155.0,239.0,203.0,131.0,93.6,,460.9214285714285
07/05/2050,153.0,241.0,196.0,127.0,98.0,,593.407142857143
07/06/2050,142.0,340.0,175.0,135.0,104.0,,566.45
07/07/2050,125.0,3520.0,150.0,137.0,178.0,,558.5857142857143
07/08/2050,115.0,6100.0,97.0,144.0,321.0,,706.9857142857143
07/09/2050,115.0,2580.0,92.3,133.0,179.0,,613.7714285714285
07/10/2050,117.0,2370.0,92.8,132.0,141.0,,464.61428571428576
07/11/2050,116.0,3720.0,90.4,134.0,452.0,,459.9785714285714
07/12/2050,129.0,2630.0,99.3,127.0,359.0,,524.0928571428572
07/13/2050,186.0,1160.0,91.8,125.0,239.0,,408.75
07/14/2050,140.0,861.0,78.5,111.0,299.0,,287.55
07/15/2050,111.0,809.0,86.8,101.0,231.0,,286.62857142857143
07/16/2050,100.0,788.0,90.9,97.0,217.0,,456.50714285714287
07/17/2050,109.0,581.0,97.8,96.0,208.0,,387.37142857142857
07/18/2050,112.0,440.0,72.1,96.5,204.0,,337.6857142857143
07/19/2050,110.0,410.0,79.5,94.5,198.0,,547.7214285714286
07/20/2050,103.0,405.0,56.6,84.7,208.0,,447.6714285714285
07/21/2050,109.0,547.0,59.3,80.2,223.0,,410.87142857142857
07/22/2050,104.0,719.0,63.5,94.1,191.0,,603.1928571428572
07/23/2050,106.0,1080.0,58.8,86.5,198.0,,771.8642857142858
07/24/2050,103.0,1340.0,57.7,111.0,915.0,,586.85
07/25/2050,107.0,594.0,52.5,113.0,1280.0,,779.25
07/26/2050,153.0,397.0,57.9,114.0,589.0,,1185.2571428571428
07/27/2050,416.0,322.0,49.2,154.0,285.0,,1240.5571428571427
07/28/2050,279.0,274.0,117.0,115.0,219.0,,967.0714285714286
07/29/2050,223.0,236.0,94.4,85.3,811.0,,739.8214285714286
07/30/2050,209.0,234.0,63.1,65.1,589.0,,507.8357142857143
07/31/2050,201.0,232.0,46.3,64.2,221.0,,441.5571428571429
08/01/2050,197.0,228.0,48.3,63.7,176.0,,413.79285714285714
08/02/2050,160.0,226.0,60.6,63.0,141.0,,371.5214285714286
08/03/2050,148.0,1360.0,57.1,64.8,123.0,,331.62142857142857
08/04/2050,366.0,920.0,60.3,141.0,111.0,,307.7642857142857
08/05/2050,446.0,571.0,53.0,120.0,108.0,,288.7357142857143
08/06/2050,210.0,2080.0,55.5,59.8,117.0,,273.3928571428571
08/07/2050,183.0,1600.0,57.1,52.9,125.0,,275.85
08/08/2050,167.0,732.0,59.4,62.3,139.0,,596.1928571428572
08/09/2050,151.0,459.0,66.5,53.2,149.0,,697.4499999999999
08/10/2050,148.0,371.0,66.1,57.6,153.0,,350.1928571428571
08/11/2050,148.0,329.0,69.9,56.8,150.0,,264.4142857142857
08/12/2050,125.0,305.0,74.1,62.3,153.0,,256.17857142857144
08/13/2050,105.0,245.0,76.0,50.0,135.0,,288.87857142857143
08/14/2050,101.0,238.0,105.0,51.0,108.0,,385.37142857142857
08/15/2050,98.4,234.0,143.0,62.2,102.0,,314.5214285714286
08/16/2050,97.3,506.0,155.0,73.9,102.0,,444.59999999999997
08/17/2050,90.1,572.0,160.0,73.3,107.0,,1139.357142857143
08/18/2050,97.0,285.0,154.0,64.6,131.0,,2102.3142857142857
08/19/2050,90.6,229.0,144.0,60.4,209.0,,1907.2
08/20/2050,93.8,210.0,138.0,63.6,194.0,,1658.142857142857
08/21/2050,84.0,200.0,139.0,76.4,99.0,,1719.3857142857144
08/22/2050,88.0,186.0,162.0,111.0,99.4,,1278.707142857143
08/23/2050,124.0,195.0,185.0,128.0,84.8,,1278.1642857142856
08/24/2050,221.0,201.0,288.0,180.0,82.7,,801.8571428571429
08/25/2050,158.0,185.0,355.0,150.0,84.3,,545.7285714285714
08/26/2050,131.0,172.0,328.0,109.0,86.3,,467.2857142857143
08/27/2050,122.0,170.0,271.0,90.2,92.9,,455.0642857142857
08/28/2050,125.0,213.0,272.0,89.2,178.0,,469.37142857142857
08/29/2050,127.0,315.0,175.0,84.4,236.0,,391.1714285714285
08/30/2050,119.0,350.0,177.0,126.0,162.0,,371.38571428571424
08/31/2050,119.0,319.0,163.0,119.0,197.0,,362.0571428571429
09/01/2050,126.0,348.0,168.0,104.0,194.0,,382.37857142857143
09/02/2050,130.0,281.0,175.0,103.0,189.0,,353.7714285714286
09/03/2050,133.0,187.0,157.0,102.0,230.0,,350.79285714285714
09/04/2050,146.0,181.0,159.0,103.0,1760.0,,465.4071428571429
09/05/2050,167.0,161.0,292.0,103.0,1850.0,,734.5857142857143
09/06/2050,170.0,136.0,185.0,109.0,588.0,,941.6714285714286
09/07/2050,177.0,287.0,146.0,101.0,353.0,,660.2714285714285
09/08/2050,181.0,374.0,134.0,107.0,223.0,,812.0
09/09/2050,203.0,278.0,150.0,115.0,184.0,,1256.7714285714285
09/10/2050,1080.0,186.0,142.0,96.8,181.0,,1520.5071428571428
09/11/2050,1640.0,176.0,149.0,152.0,145.0,,1533.6642857142856
09/12/2050,559.0,163.0,150.0,130.0,108.0,,1292.05
09/13/2050,329.0,160.0,122.0,120.0,103.0,,782.342857142857
09/14/2050,268.0,166.0,109.0,103.0,102.0,,595.8214285714286
09/15/2050,223.0,164.0,108.0,102.0,96.3,,768.6071428571429
09/16/2050,216.0,151.0,113.0,189.0,163.0,,777.3357142857143
09/17/2050,250.0,153.0,114.0,131.0,187.0,,1065.642857142857
09/18/2050,237.0,147.0,117.0,115.0,185.0,,1064.7142857142858
09/19/2050,225.0,142.0,127.0,114.0,187.0,,615.4285714285714
09/20/2050,216.0,166.0,115.0,115.0,178.0,,491.05
09/21/2050,210.0,155.0,105.0,108.0,155.0,,512.9714285714286
09/22/2050,246.0,145.0,105.0,108.0,152.0,,440.7857142857143
09/23/2050,294.0,146.0,103.0,122.0,156.0,,630.3571428571429
09/24/2050,228.0,147.0,101.0,147.0,187.0,,779.9428571428572
09/25/2050,215.0,181.0,94.9,154.0,169.0,,641.8214285714286
09/26/2050,216.0,171.0,98.8,159.0,169.0,,490.2857142857143
09/27/2050,234.0,126.0,103.0,146.0,168.0,,1204.2285714285715
09/28/2050,240.0,141.0,98.8,129.0,127.0,,1362.6499999999999
09/29/2050,243.0,210.0,98.2,129.0,102.0,,795.8357142857143
09/30/2050,239.0,1160.0,98.9,132.0,69.8,,754.7642857142857
10/01/2050,230.0,1010.0,96.1,128.0,106.0,,532.8857142857142
10/02/2050,226.0,1500.0,85.7,129.0,135.0,,388.0214285714286
10/03/2050,224.0,744.0,90.8,134.0,54.8,,386.10714285714283
10/04/2050,224.0,389.0,96.2,134.0,61.5,,371.67857142857144
10/05/2050,224.0,349.0,93.4,135.0,71.6,,701.2214285714286
10/06/2050,197.0,322.0,94.6,445.0,69.5,,686.65
10/07/2050,178.0,309.0,95.9,340.0,80.5,,383.5857142857143
10/08/2050,178.0,300.0,99.9,161.0,102.0,,349.4357142857143
10/09/2050,177.0,285.0,99.0,142.0,84.7,,357.2857142857143
10/10/2050,178.0,229.0,98.7,140.0,75.5,,864.5714285714286
10/11/2050,175.0,226.0,106.0,140.0,87.8,,814.5714285714286
10/12/2050,175.0,315.0,103.0,145.0,91.8,,451.14285714285717
10/13/2050,176.0,344.0,101.0,151.0,90.4,,349.5
10/14/2050,171.0,1040.0,100.0,151.0,91.4,,334.14285714285717
10/15/2050,170.0,4500.0,101.0,147.0,97.0,,356.7857142857143
10/16/2050,168.0,5150.0,100.0,145.0,101.0,,456.7857142857143
10/17/2050,166.0,2170.0,104.0,148.0,106.0,,461.0
10/18/2050,172.0,733.0,200.0,146.0,107.0,,363.42857142857144
10/19/2050,182.0,512.0,223.0,142.0,73.4,,354.57142857142856
10/20/2050,187.0,382.0,164.0,142.0,80.7,,396.7857142857143
10/21/2050,185.0,332.0,151.0,138.0,97.7,,339.35714285714283
10/22/2050,176.0,324.0,143.0,141.0,168.0,,358.7857142857143
10/23/2050,171.0,317.0,137.0,140.0,166.0,,553.7071428571428
10/24/2050,180.0,310.0,138.0,142.0,167.0,,429.2714285714286
10/25/2050,175.0,308.0,143.0,130.0,166.0,,772.2357142857143
10/26/2050,176.0,299.0,140.0,156.0,165.0,,1076.7285714285715
10/27/2050,183.0,312.0,137.0,716.0,165.0,,902.2571428571429
10/28/2050,176.0,1570.0,139.0,731.0,166.0,,548.7142857142857
10/29/2050,187.0,812.0,172.0,496.0,170.0,,356.0
10/30/2050,189.0,406.0,174.0,268.0,162.0,,333.14285714285717
10/31/2050,209.0,329.0,146.0,497.0,164.0,,595.0714285714286
11/01/2050,211.0,296.0,166.0,319.0,164.0,,1067.2857142857142
11/02/2050,210.0,215.0,197.0,234.0,121.0,,786.5
11/03/2050,202.0,207.0,191.0,214.0,112.0,,429.14285714285717
11/04/2050,171.0,521.0,190.0,199.0,114.0,,332.07142857142856
11/05/2050,167.0,955.0,188.0,193.0,355.0,,379.45714285714286
11/06/2050,171.0,455.0,189.0,199.0,1400.0,,614.7071428571428
11/07/2050,171.0,338.0,188.0,202.0,452.0,,738.8857142857142
11/08/2050,155.0,319.0,194.0,167.0,284.0,,457.37857142857143
11/09/2050,148.0,316.0,209.0,158.0,238.0,,438.2142857142857
11/10/2050,153.0,316.0,218.0,163.0,212.0,,709.1928571428572
11/11/2050,170.0,302.0,194.0,274.0,205.0,,612.5714285714286
11/12/2050,172.0,310.0,167.0,188.0,175.0,,385.84285714285716
11/13/2050,167.0,275.0,157.0,226.0,165.0,,347.09285714285716
11/14/2050,163.0,244.0,157.0,303.0,154.0,,324.70714285714286
11/15/2050,197.0,242.0,161.0,243.0,133.0,,318.57142857142856
11/16/2050,195.0,249.0,172.0,211.0,129.0,,321.57142857142856
11/17/2050,187.0,196.0,149.0,190.0,133.0,,337.14285714285717
11/18/2050,182.0,197.0,128.0,185.0,135.0,,322.92857142857144
11/19/2050,179.0,185.0,129.0,186.0,227.0,,321.07142857142856
11/20/2050,204.0,184.0,140.0,188.0,183.0,,319.2142857142857
11/21/2050,211.0,214.0,160.0,190.0,152.0,,493.14285714285717
11/22/2050,202.0,288.0,305.0,186.0,145.0,,394.2142857142857
11/23/2050,203.0,287.0,356.0,180.0,137.0,,372.0
11/24/2050,206.0,195.0,264.0,180.0,133.0,,418.07142857142856
11/25/2050,205.0,173.0,238.0,173.0,137.0,,314.7857142857143
11/26/2050,211.0,765.0,246.0,175.0,140.0,,321.7857142857143
11/27/2050,208.0,550.0,861.0,179.0,134.0,,337.92857142857144
11/28/2050,241.0,596.0,431.0,178.0,131.0,,361.85714285714283
11/29/2050,1640.0,468.0,255.0,176.0,137.0,,588.5714285714286
11/30/2050,1230.0,349.0,217.0,175.0,117.0,,423.07142857142856
12/01/2050,457.0,319.0,218.0,191.0,127.0,,316.57142857142856
12/02/2050,302.0,311.0,219.0,208.0,132.0,,338.5
12/03/2050,259.0,308.0,216.0,178.0,145.0,,368.85714285714283
12/04/2050,250.0,,213.0,178.0,143.0,,1012.2142857142857
12/05/2050,243.0,303.0,215.0,177.0,149.0,,1291.357142857143
12/06/2050,239.0,299.0,218.0,174.0,175.0,,1046.857142857143
12/07/2050,241.0,306.0,217.0,171.0,155.0,,703.5
12/08/2050,240.0,289.0,223.0,171.0,151.0,,598.2142857142857
12/09/2050,236.0,287.0,219.0,167.0,165.0,,551.2142857142857
12/10/2050,220.0,291.0,214.0,167.0,171.0,,415.2142857142857
12/11/2050,212.0,295.0,267.0,168.0,153.0,,364.85714285714283
12/12/2050,209.0,279.0,882.0,169.0,146.0,,360.5
12/13/2050,210.0,277.0,476.0,164.0,143.0,,362.35714285714283
12/14/2050,215.0,277.0,400.0,175.0,152.0,,407.07142857142856
12/15/2050,210.0,259.0,379.0,174.0,180.0,,361.7142857142857
12/16/2050,195.0,252.0,370.0,170.0,333.0,,348.42857142857144
12/17/2050,207.0,254.0,254.0,177.0,273.0,,375.14285714285717
12/18/2050,199.0,254.0,210.0,173.0,214.0,,409.5
12/19/2050,184.0,863.0,201.0,169.0,213.0,,351.0
12/20/2050,178.0,708.0,218.0,171.0,195.0,,417.2857142857143
12/21/2050,180.0,365.0,247.0,172.0,174.0,,361.57142857142856
12/22/2050,178.0,314.0,222.0,174.0,160.0,,340.5
12/23/2050,190.0,297.0,215.0,178.0,145.0,,370.64285714285717
12/24/2050,208.0,294.0,226.0,177.0,172.0,,358.7857142857143
12/25/2050,207.0,294.0,194.0,486.0,189.0,,424.64285714285717
12/26/2050,203.0,283.0,172.0,347.0,179.0,,360.92857142857144
12/27/2050,212.0,277.0,161.0,200.0,177.0,,327.92857142857144
12/28/2050,220.0,284.0,156.0,181.0,187.0,,367.42857142857144
12/29/2050,225.0,287.0,161.0,177.0,174.0,,366.85714285714283
12/30/2050,224.0,278.0,177.0,174.0,143.0,,348.64285714285717
12/31/2050,235.0,223.0,184.0,171.0,139.0,,378.2857142857143
